id,translate,translate_description,source
1001,инвестор,"человек, вкладывающий деньги для получения прибыли",AI
1002,Исландия,островное государство в Северной Атлантике,AI
1003,Стамбул,город в Турции,AI
1004,итальянец,житель Италии,AI
1005,начало года,первый период года,AI
1006,конец года,последний период года,AI
1007,смена года,"момент, когда заканчивается год и начинается новый",AI
1008,время года,сезон в умеренных и полярных широтах,AI
1009,Йена,город в Тюрингии,AI
1010,журналист,"человек, работающий в СМИ и собирающий информацию",AI
1011,жюри,"группа специалистов, решающая о премии или конкурсе",AI
1012,юстиция,судебная власть,AI
1013,кабинет,небольшая соседняя комната без собственного выхода,AI
1014,кофе,тонизирующий черный напиток,AI
1015,кайзер,титул высшего светского правителя в некоторых монархиях,AI
1016,Калифорния,штат США,AI
1017,кампания,"кампания, поход",AI
1018,кандидат,"человек, рассматриваемый для выбора",AI
1019,глава,крупный раздел рассказа или истории,AI
1020,Карлсруэ,город в Баден-Вюртемберге,AI
1021,касса,закрываемый ящик для хранения денег,AI
1022,Кассель,город в Гессене,AI
1023,Катар,государство на Персидском заливе,AI
1024,катастрофа,большое тяжелое несчастье,AI
1025,категория,единица классификации,AI
1026,кошка,домашнее животное разных пород,AI
1027,знание,осведомленность о факте,AI
1028,признак,"особенность, по которой узнают",AI
1029,ядро,"центральная часть, основа",AI
1030,кило,килограмм,AI
1031,килограмм,базовая единица массы СИ; тысяча граммов,AI
1032,детский сад,место ухода и развития детей дошкольного возраста,AI
1033,детство,период жизни от рождения до полового созревания,AI
1034,кинотеатр,здание или зал для показа фильмов,AI
1035,детсад,сокращение от детского сада/дневного учреждения,AI
1036,жалоба,"словесное выражение неприятных чувств боли, страдания или печали",AI
1037,прозрачность,состояние отсутствия мутности или загрязнения,AI
1038,сохранение класса,сохранение места в определенной лиге,AI
1039,классик,"художник, чьи произведения считаются образцовыми",AI
1040,одежда,совокупность предметов одежды,AI
1041,субпродукты,малопривлекательные части мяса птицы или животных,AI
1042,климат,среднее состояние условий в регионе за долгий период,AI
1043,изменение климата,изменение климата Земли в длительном периоде,AI
1044,клинический комплекс,комплекс зданий для лечения больных,AI
1045,колено,передняя часть коленного сустава у человека и других млекопитающих,AI
1046,коалиционный договор,"договор, заключаемый партнерами коалиции",AI
1047,коллега,"человек, работающий в одной организации",AI
1048,столкновение,"столкновение, удар",AI
1049,комментарий,объяснение или толкование,AI
1050,муниципальные выборы,выборы городских или общинных советов,AI
1051,конференция,совещание специалистов,AI
1052,контекст,связь или окружение слова или действия,AI
